,open,high,low,close,volume,Close_time,Quote asset volume,number of trades,Taker buy base asset volume,Taker buy quote asset volume,Open_time_GST,MA_1,MA_2,MA_7,MA_15,MA_30,EMA_1,EMA_2,EMA_12,EMA_26,DIF,DEM,OSC
10,222.89000000,239.15000000,218.17000000,236.69000000,595576.90276000,1581465599999,135863928.62430580,250241,309901.30870000,70710866.22847840,2020-02-11 08:00:00,236.69000000000005,229.79000000000002,221.63142857142856,,,236.69,232.45301096270876,217.87301729528423,213.44923656467847,4.423780730605756,2.8305437144058896,1.5932370161998666
11,236.69000000,275.34000000,236.69000000,265.74000000,1038073.74782000,1581551999999,266734296.55029730,415316,521382.12082000,133916108.01620910,2020-02-12 08:00:00,265.74000000000007,251.21500000000003,230.4828571428571,,,265.74,254.64437874454316,226.3836096796003,219.87398076749648,6.509628912103835,3.6206569199958216,2.8889719921080137
12,265.74000000,277.69000000,256.08000000,268.32000000,1089679.15370000,1581638399999,291533156.09169540,422008,539389.59743000,144330540.73887080,2020-02-13 08:00:00,268.32000000000005,267.03,238.3585714285714,,,268.32,263.76146529998334,233.66536018100985,225.54942318220333,8.115936998806518,4.572014364371053,3.5439226344354653
13,268.34000000,287.15000000,260.28000000,285.15000000,734944.32266000,1581724799999,201120424.58322010,309022,380703.78554000,104184138.43923920,2020-02-14 08:00:00,285.15000000000003,276.73499999999996,247.19,,,285.15,278.0204914145359,242.43155052989033,232.24327725139102,10.18827327849931,5.7469399195859,4.441333358913409
14,285.11000000,288.41000000,261.86000000,264.88000000,860813.14274000,1581811199999,236287101.09867710,348934,419793.21130000,115254803.51058330,2020-02-15 08:00:00,264.88,275.015,253.1657142857143,225.74333333333337,,264.88,269.26016319432296,246.19205012017733,235.77377120224568,10.418278917931644,6.715278089741627,3.7030008281900173
15,264.91000000,274.00000000,237.41000000,258.85000000,1110118.46395000,1581897599999,286269166.28143690,416082,526993.06165000,135974874.77418050,2020-02-16 08:00:00,258.85,261.865,257.5028571428572,230.76000000000005,,258.85,262.3200542368849,248.2838761401187,238.18773430118537,10.096141838933335,7.4110346456160725,2.685107193317262
16,258.89000000,268.77000000,242.00000000,267.85000000,1110371.39094000,1581983999999,280371301.75499170,417529,542125.21208000,136867563.53063770,2020-02-17 08:00:00,267.85,263.35,263.9257142857144,236.05400000000003,,267.85,266.0066847741758,251.48084938044016,241.19871330630085,10.282136074139316,7.998483094395842,2.283652979743475
17,267.90000000,285.88000000,258.00000000,282.61000000,1115523.43992000,1582070399999,304162263.30613900,431799,550241.02070000,150109585.65248150,2020-02-18 08:00:00,282.61,275.23,270.4857142857144,242.2486666666667,,282.61,277.0755616199626,256.5190432459999,245.29007542142477,11.228967824575136,8.65643260511695,2.572535219458187
18,282.64000000,285.00000000,251.56000000,258.45000000,705973.72988000,1582156799999,191887955.75834830,298048,343303.10692000,93329064.50806450,2020-02-19 08:00:00,258.44999999999993,270.53000000000003,269.44428571428574,246.8846666666667,,258.45,264.658520529304,256.8290839975413,246.5588825734845,10.270201424056808,8.983905754354131,1.2862956697026764
19,258.44000000,264.33000000,245.34000000,256.96000000,972969.71691000,1582243199999,249383114.01101130,373551,494884.31858000,126895480.43393930,2020-02-20 08:00:00,256.95999999999987,257.705,267.8214285714286,250.43,,256.96,259.52617350829604,256.84996404646796,247.53978700322486,9.310177043243101,9.049921117449394,0.2602559257937074
20,256.97000000,268.24000000,253.61000000,265.27000000,525827.87340000,1582329599999,137848242.42793050,214306,269791.13743000,70748990.19707250,2020-02-21 08:00:00,265.2699999999998,261.115,264.98142857142864,253.90200000000002,,265.27,263.35539116979805,258.1853526897944,249.17871946818332,9.006633221611082,9.041182942846445,-0.03454972123536315
21,265.32000000,266.81000000,256.00000000,261.57000000,313062.52133000,1582415999999,81781388.31935340,136810,156822.35067000,40974857.93911700,2020-02-22 08:00:00,261.5699999999998,263.41999999999996,264.5085714285715,256.45133333333337,,261.57,262.1651303898947,258.71960814777634,250.30348137573736,8.416126772038979,8.915242431734153,-0.4991156596951747
22,261.55000000,275.68000000,261.02000000,274.48000000,444740.82883000,1582502399999,120024058.97196630,178464,225478.68725000,60845374.19844940,2020-02-23 08:00:00,274.47999999999985,268.025,266.7414285714286,259.88,,274.48,270.37504346338545,261.1974215792353,252.46195579079907,8.735465788436244,8.879073599976048,-0.14360781153980362
23,274.50000000,277.20000000,257.09000000,265.52000000,696591.72983000,1582588799999,185949182.70858070,263161,330793.92829000,88287487.18652770,2020-02-24 08:00:00,265.51999999999975,270.0,266.4085714285715,262.34866666666665,,265.52,267.138347821117,261.87472406203767,253.61031358850178,8.26441047353589,8.75555768728181,-0.4911472137459203
24,265.47000000,266.22000000,244.44000000,246.67000000,774791.01027000,1582675199999,197442911.54473170,277457,381947.38852000,97346482.22595150,2020-02-25 08:00:00,246.66999999999973,256.09499999999997,261.2742857142858,263.93399999999997,,246.67,253.49278260702286,259.4990587903952,253.0083134929382,6.490745297457011,8.300877476044874,-1.810132178587864
25,246.67000000,250.32000000,215.66000000,223.93000000,1395879.41507000,1582761599999,324229460.62116020,454355,656347.55839000,152612432.44475370,2020-02-26 08:00:00,223.92999999999975,235.29999999999995,256.3428571428572,263.0833333333333,,223.93,233.78426086899987,253.95486462733783,250.51761790929518,3.437246718042644,7.325202527853379,-3.8879558098107347
26,223.98000000,238.30000000,210.00000000,227.79000000,1273793.11658000,1582847999999,287322727.29672570,415969,627806.95842000,141632481.67214530,2020-02-27 08:00:00,227.78999999999974,225.85999999999996,252.17571428571432,260.55333333333334,,227.79,229.78808695633276,249.88475651646937,248.59317588231556,1.291580634153803,6.115553396979488,-4.823972762825685
27,227.73000000,234.67000000,214.01000000,226.76000000,1054994.92397000,1582934399999,236064804.33459430,347125,510185.33752000,114271376.01220230,2020-02-28 08:00:00,226.75999999999974,227.27499999999995,246.67428571428576,257.78266666666667,,226.76,227.7693623187775,246.29369725109453,246.76386088736504,-0.47016363627051305,4.795857326884397,-5.26602096315491
28,226.76000000,233.00000000,217.00000000,217.21000000,546866.68510000,1583020799999,123635801.01782530,211771,276266.12871000,62479741.17673970,2020-02-29 08:00:00,217.20999999999975,221.98499999999996,240.3371428571429,253.25333333333336,,217.21,220.7297874395924,241.78378470724627,244.31147781572568,-2.5276931084794114,3.328877198013679,-5.85657030649309
29,217.29000000,227.89000000,212.36000000,217.81000000,715016.01941000,1583107199999,157064953.84227790,265577,360047.11333000,79085739.01183300,2020-03-01 08:00:00,217.80999999999975,217.51,232.2414285714286,250.11533333333333,237.92933333333335,217.81,218.7832624798641,238.07078120581284,242.1317942459658,-4.061013040152972,1.8490672343758288,-5.9100802745288
30,217.81000000,234.40000000,216.07000000,231.97000000,810051.48330000,1583193599999,182948651.67645310,258680,402597.52232000,90992396.71547610,2020-03-02 08:00:00,231.96999999999974,224.89,227.44857142857148,248.32333333333332,239.54166666666666,231.97,227.57442082662135,237.1268801659385,241.3027867523994,-4.175906586460911,0.6428779181688884,-4.8187845046298
31,232.10000000,232.46000000,219.57000000,223.91000000,741498.54825000,1583279999999,168090325.53879240,253103,370933.36958000,84105282.69583100,2020-03-03 08:00:00,223.90999999999977,227.93999999999997,224.1971428571429,245.39399999999998,240.72400000000002,223.91,225.1314736088738,235.08377149320114,239.89444106186377,-4.810669568662632,-0.44869641348286043,-4.361973155179772
32,223.84000000,228.85000000,220.23000000,224.26000000,443780.33772000,1583366399999,99650220.54162080,167247,218963.33645000,49186332.76661420,2020-03-04 08:00:00,224.25999999999974,224.08499999999992,224.24428571428575,241.504,241.87633333333335,224.26,224.55049120295791,233.41182983590008,238.63714779528365,-5.225317959383574,-1.4046266154101275,-3.8206913439734462
33,224.26000000,234.09000000,224.23000000,228.38000000,601479.87587000,1583452799999,138081898.28666810,227242,297495.35318000,68301116.79467770,2020-03-05 08:00:00,228.37999999999977,226.31999999999994,224.32857142857145,239.49933333333334,243.19200000000004,228.38,227.10349706765263,232.63505015875165,237.81748667204957,-5.182436513297915,-2.1605719047876124,-3.021864608510303
34,228.38000000,245.16000000,227.33000000,244.88000000,628147.32570000,1583539199999,148563741.83299240,234091,328731.56561000,77799831.59926970,2020-03-06 08:00:00,244.87999999999977,236.62999999999994,226.9171428571429,238.69400000000002,244.56200000000004,244.88,238.95449902255086,234.52434651046366,238.3785854679213,-3.854238957457653,-2.499442777678555,-1.3547961797790982
35,244.93000000,251.93000000,236.00000000,237.23000000,633748.89662000,1583625599999,154037325.61130680,238113,311459.94084000,75736818.09643840,2020-03-07 08:00:00,237.2299999999998,241.05499999999995,229.7771428571429,236.8246666666667,245.36333333333337,237.23,237.80483300751698,234.9416208876646,238.28782097494985,-3.34620008728524,-2.6688492151319547,-0.6773508721532853
36,237.23000000,237.23000000,195.50000000,199.43000000,1278973.53741000,1583711999999,277970187.86826010,412787,591086.61596000,128602756.90604900,2020-03-08 08:00:00,199.4299999999998,218.32999999999998,227.15142857142862,232.682,244.56666666666672,199.43,212.22161100250568,229.4669710718078,235.2322865022118,-5.7653154304040015,-3.2883032776555066,-2.477012152748495
37,199.43000000,208.62000000,190.00000000,202.81000000,1661331.83553000,1583798399999,332570408.53515290,473504,822023.18618000,164639631.82315350,2020-03-09 08:00:00,202.80999999999977,201.12,222.98571428571432,227.904,243.89200000000008,202.81,205.9472036675019,225.35870853387166,232.69437390302105,-7.335665369149382,-4.097943851722652,-3.2377215174267295
38,202.79000000,206.20000000,195.54000000,200.70000000,1020260.10700000,1583884799999,205536190.19393920,332398,501745.90774000,101099251.53024810,2020-03-10 08:00:00,200.69999999999976,201.75500000000002,219.67000000000004,223.58266666666665,242.96566666666675,200.7,202.44906788916728,221.55943474526495,230.20043823949752,-8.641003494232564,-5.006706774364423,-3.634296719868141
39,200.74000000,203.18000000,181.73000000,194.61000000,1079824.90167000,1583971199999,208232375.18620150,344156,539239.29222000,104024026.91909340,2020-03-11 08:00:00,194.6099999999998,197.65500000000006,215.43428571428575,220.112,242.02300000000005,194.61,197.22302262972244,217.40816605529784,227.43690129631153,-10.028735241013692,-6.011245993859617,-4.017489247154074
40,194.61000000,195.55000000,101.20000000,107.82000000,3814533.14046000,1584057599999,548668262.23472350,937284,1810764.23167000,260692153.17482450,2020-03-12 08:00:00,107.81999999999977,151.21500000000006,198.21142857142857,212.37133333333335,237.72733333333338,107.82,137.6210075432408,200.53055311959034,218.18193186647258,-17.651378746882244,-8.33952012903713,-9.311858617845115
41,107.67000000,139.68000000,86.00000000,134.06000000,4663239.92861000,1584143999999,560710331.84217540,1199923,2314458.37004000,278488985.95526650,2020-03-13 08:00:00,134.05999999999977,120.94000000000005,182.37999999999997,206.12266666666667,233.33800000000008,134.06,135.2470025144136,190.29513132316896,211.69466340352483,-21.39953208035587,-10.951744742794503,-10.447787337561365
42,134.06000000,134.68000000,120.00000000,122.54000000,1237674.88642000,1584230399999,159192895.55261970,398146,628481.86635000,80877487.98928390,2020-03-14 08:00:00,122.5399999999998,128.30000000000007,165.99571428571426,199.17466666666667,228.47866666666675,122.54,126.77566750480453,179.86334579035352,204.84014438714794,-24.976798596794424,-13.756946425728161,-11.219852171066263
43,122.54000000,133.50000000,120.16000000,123.78000000,1312950.90137000,1584316799999,163436235.26909020,346579,669525.68240000,83359166.35016240,2020-03-15 08:00:00,123.77999999999979,123.16000000000005,155.18857142857138,192.946,223.09966666666676,123.78,124.77855583493483,171.22959286832403,198.62541956325362,-27.395826694929582,-16.484871001909493,-10.910955693020089
44,123.82000000,124.33000000,101.10000000,111.02000000,2442064.14448000,1584403199999,270353891.80500360,663277,1191735.45431000,131882551.29453890,2020-03-16 08:00:00,111.01999999999978,117.40000000000003,142.07571428571424,185.82666666666668,217.9710000000001,111.02,115.60618527831161,161.96154115782227,191.9262587199227,-29.964717562100446,-19.18095774508732,-10.783759817013127
45,111.02000000,120.80000000,109.38000000,115.67000000,1295108.48480000,1584489599999,150800664.07195460,378258,654284.35784000,76179202.04303240,2020-03-17 08:00:00,115.66999999999977,113.34500000000004,129.9285714285714,178.07333333333335,213.1983333333334,115.67,115.64872842610389,154.83648873894433,186.1089011495435,-31.272412410599173,-21.599332946266497,-9.673079464332677
46,115.67000000,118.50000000,109.86000000,118.11000000,1201850.31275000,1584575999999,137550912.08551710,346312,604214.46019000,69185743.99493410,2020-03-18 08:00:00,118.10999999999977,116.89000000000004,118.99999999999996,171.02000000000004,208.20700000000005,118.11,117.28957614203462,149.18406005140935,180.9329260247065,-31.748865973297143,-23.629296138787524,-8.119569834509619
47,118.11000000,143.13000000,115.46000000,136.30000000,1801071.18816000,1584662399999,231626928.16070490,489147,904222.90527000,116437845.40569180,2020-03-19 08:00:00,136.29999999999978,127.20500000000004,123.0685714285714,165.15600000000006,203.33000000000007,136.3,129.96319204734488,147.2012440609833,177.54246572441957,-30.341221663436272,-24.97171118057307,-5.369510482863202
48,136.30000000,152.55000000,116.74000000,133.48000000,2504057.63799000,1584748799999,345856006.74779890,707216,1240999.35166000,171579646.80308030,2020-03-20 08:00:00,133.47999999999973,134.89000000000004,122.98571428571427,158.8293333333334,199.16433333333342,133.48,132.3077306824483,145.08969510964494,174.20165067063454,-29.1119555609896,-25.799774829805543,-3.312180731184057
49,133.49000000,137.49000000,125.69000000,132.66000000,1231842.11121000,1584835199999,162468451.77231490,401288,607735.22807000,80144362.79303360,2020-03-21 08:00:00,132.65999999999977,133.07000000000002,124.43142857142855,151.34800000000004,195.02100000000007,132.66,132.54257689414942,143.17698338624345,171.05745320899652,-27.88046982275307,-26.215919767814075,-1.6645500549389958
50,132.63000000,136.71000000,130.49000000,135.85000000,178458.31654000,1584921599999,23950576.42690840,57697,91384.06714000,12260595.22540800,2020-03-22 08:00:00,135.84999999999977,134.255,126.15571428571427,144.58933333333337,190.70700000000008,135.85,134.74752563138313,142.04953026002073,168.39697079195915,-26.347440531938418,-26.242224220982706,-0.10521631095571138
